FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
49,7866,Clarendon Street Playlot,City of Boston,A97,3,Back Bay/Beacon Hill,0.33235436,"150 Clarendon St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,14108.89966,475.6489393,58,PARK_Maintenance_Region 1,7866,475.6489393,48,7866,0,13280,673,14108,137,810,94.13098951,4.770343068,5.741423306,0.971080238,48,7866,14108,13280,673,0,0,18,0,137,13953,155,94.13098951,4.770343068,0,0,0.127587185,0,0.971080238,98.90133258,1.098667423,14108.89966,475.6489393
50,7867,Somerset Street Plaza,Commonwealth of Massachusetts, ,1,Back Bay/Beacon Hill,0.93030039,"45 Somerset St, Boston, MA",Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,29558.61279,854.7776967, ,INFO_Reallocation From Dept,7867,854.7776967,49,7867,0,6979,2713,29537,18924,21637,23.62799201,9.185089887,73.25388496,64.06879507,49,7867,29537,6979,2713,0,0,921,0,18924,9692,19845,23.62799201,9.185089887,0,0,3.118123032,0,64.06879507,32.8130819,67.1869181,29558.61182,854.7776967
51,7868,DeFilippo Playground,City of Boston,A97,3,Central Boston,1.11555607,"135 Prince St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,48701.71045,969.0263719,81,PARK_Maintenance_Region 1,7868,969.026372,50,7868,0,20593,2868,48702,23953,26821,42.28368445,5.8888752,55.0716603,49.1827851,50,7868,48702,20593,2868,0,0,713,575,23953,23461,25241,42.28368445,5.8888752,0,0,1.464005585,1.180649665,49.1827851,48.17255965,51.82744035,48701.71021,969.026372
52,7869,Copp's Hill Burying Ground,City of Boston,A97/NRHP/PR,4,Central Boston,1.98141665,"34 Hull St, Boston, MA",Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,0,0,86312.04346,1311.859349,71,PARK_Cemetery Maintenance Request,7869,1311.859349,51,7869,1,41868,38590,86309,5577,44167,48.50942544,44.71144377,51.17311057,6.461666802,51,7869,86309,41868,38590,0,0,190,84,5577,80458,5851,48.50942544,44.71144377,0,0,0.220139267,0.097324729,6.461666802,93.2208692,6.779130797,86312.04346,1311.859349
53,7870,Copp's Hill Terrace,City of Boston,A97/NRHP,1,Central Boston,0.61198844,"536 Commercial St, Boston, MA",Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,26658.69067,682.8574564,72,PARK_Maintenance_Region 1,7870,682.8574565,52,7870,0,11718,4788,26656,8389,13177,43.96008403,17.96218487,49.43352341,31.47133854,52,7870,26656,11718,4788,0,0,0,1761,8389,16506,10150,43.96008403,17.96218487,0,0,0,6.606392557,31.47133854,61.92226891,38.07773109,26658.69043,682.8574565
54,7871,Foster Street Play Area,City of Boston,A97,3,Central Boston,0.10503572,"75 Foster St, Brighton, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,4686.068848,298.4072574,123,PARK_Maintenance_Region 1,7871,298.4072573,53,7871,0,120,30,4684,3223,3253,2.561912895,0.640478224,69.44918873,68.8087105,53,7871,4684,120,30,0,0,175,1136,3223,150,4534,2.561912895,0.640478224,0,0,3.736122972,24.25277541,68.8087105,3.202391119,96.79760888,4686.068848,298.4072573
55,7872,Charter Street Park,City of Boston,A97,3,Central Boston,0.23534031,"26 Charter St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,10397.58203,495.8211537,52,PARK_Maintenance_Region 1,7872,495.8211537,54,7872,0,7793,1428,10399,194,1622,74.93989807,13.73208962,15.59765362,1.865563997,54,7872,10399,7793,1428,0,0,1,983,194,9221,1178,74.93989807,13.73208962,0,0,0.009616309,9.452832003,1.865563997,88.67198769,11.32801231,10397.58179,495.8211537
56,7873,Paul Revere Mall,City of Boston,A97,1,Central Boston,0.86,"370 Hanover Street, Boston, MA",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,The Prado;  Webster Avenue Playground,BPRD,0,0,37335.72388,1239.519405,231,PARK_Maintenance_Region 1,7873,1239.519944,55,7873,0,26611,400,37332,1731,2131,71.28201007,1.071466838,5.70823958,4.636772742,55,7873,37332,26611,400,0,0,1299,7291,1731,27011,10321,71.28201007,1.071466838,0,0,3.479588557,19.53016179,4.636772742,72.35347691,27.64652309,37335.72021,1239.519944
57,7874,Polcari Park,City of Boston,A97,3,Central Boston,0.28857259,"44 Prince St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,12149.87939,522.7167155,240,PARK_Maintenance_Region 1,7874,522.7167155,56,7874,0,4583,489,12149,6875,7364,37.7232694,4.025022636,60.61404231,56.58901967,56,7874,12149,4583,489,0,0,202,0,6875,5072,7077,37.7232694,4.025022636,0,0,1.662688287,0,56.58901967,41.74829204,58.25170796,12149.88013,522.7167155
58,7875,Cutillo Park,City of Boston,A97,3,Central Boston,0.28491861,"10 Stillman St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,12603.56885,505.5613494,77,PARK_Maintenance_Region 1,7875,505.5613495,57,7875,0,9168,122,12603,2823,2945,72.74458462,0.968023486,23.36745219,22.39942871,57,7875,12603,9168,122,0,0,174,316,2823,9290,3313,72.74458462,0.968023486,0,0,1.380623661,2.507339522,22.39942871,73.71260811,26.28739189,12603.56836,505.5613494
59,7876,City Hall Plaza,BRA,A97,1,Central Boston,5.93146518,"1 City Hall Square, Boston, MA",Open Space District,"Malls, Squares & Plazas",NULL, ,X,X,City Hall Square, ,0,0,261953.2043,2862.081899, ,PARK_Maintenance_Ground Maintenance,7876,2862.081899,58,7876,3,34052,5808,261949,195692,201500,12.999477,2.21722549,76.92337058,74.70614509,58,7876,261949,34052,5808,0,0,16829,9568,195692,39860,222089,12.999477,2.21722549,0,0,6.42453302,3.652619403,74.70614509,15.21670249,84.78329751,261953.2048,2862.081899
60,7877,Cardinal Cushing Park I,BRA, ,1,Central Boston,0.35,"15 New Chardon Street, Boston, MA",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,15275.91748,486.7084471, ,PARK_Maintenance_Region 1,7877,486.7084471,59,7877,0,10866,579,15274,1999,2578,71.1405002,3.790755532,16.87835538,13.08759984,59,7877,15274,10866,579,0,0,836,994,1999,11445,3829,71.1405002,3.790755532,0,0,5.473353411,6.507791017,13.08759984,74.93125573,25.06874427,15275.91919,486.708447
61,7878,Norman Leventhal Park,Private,Agrmnt,3,Central Boston,1.54521864,"130 Congress St, Boston, MA",Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BRA,Private,X,X,Post Office Square Park, ,0,0,67117.20435,1073.315833, ,INFO_Reallocation From Dept,7878,1073.315458,60,7878,0,36910,7769,67110,14326,22095,54.99925495,11.57651617,32.92355834,21.34704217,60,7878,67110,36910,7769,0,0,2083,6022,14326,44679,22431,54.99925495,11.57651617,0,0,3.103859335,8.973327373,21.34704217,66.57577112,33.42422888,67117.12402,1073.315458
62,7879,Pemberton Square I,BRA, ,1,Central Boston,0.18485239,"30 Pemberton Square, Boston, MA",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,8052.3125,379.3178496, ,INFO_Reallocation From Dept,7879,379.3178497,61,7879,0,1324,567,8058,5969,6536,16.43087615,7.03648548,81.11193845,74.07545297,61,7879,8058,1324,567,0,0,198,0,5969,1891,6167,16.43087615,7.03648548,0,0,2.457185406,0,74.07545297,23.46736163,76.53263837,8052.3125,379.3178497
63,7880,Pemberton Square II,City of Boston, ,1,Central Boston,1.06216494,"35 Pemberton Square, Boston, MA",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,46268.71973,1543.077362, ,INFO_Reallocation From Dept,7880,1543.077362,62,7880,0,2388,192,46276,39618,39810,5.160342294,0.414901893,86.02731437,85.61241248,62,7880,46276,2388,192,0,0,1988,2090,39618,2580,43696,5.160342294,0.414901893,0,0,4.29596335,4.516379981,85.61241248,5.575244187,94.42475581,46268.71973,1543.077362
64,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,"152 Congress St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,7694.17627,390.1273121,10,PARK_Maintenance_Ground Maintenance,7881,390.1273121,63,7881,0,3762,312,7696,3412,3724,48.88253638,4.054054054,48.38877339,44.33471933,63,7881,7696,3762,312,0,0,0,210,3412,4074,3622,48.88253638,4.054054054,0,0,0,2.728690229,44.33471933,52.93659044,47.06340956,7694.177246,390.1273121
65,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,"153 Congress St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,7694.17627,390.1273121,10,PARK_Maintenance_Ground Maintenance,7881,390.1273121,63,7881,0,3762,312,7696,3412,3724,48.88253638,4.054054054,48.38877339,44.33471933,63,7881,7696,3762,312,0,0,0,210,3412,4074,3622,48.88253638,4.054054054,0,0,0,2.728690229,44.33471933,52.93659044,47.06340956,7694.177246,390.1273121
66,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,"154 Congress St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,7694.17627,390.1273121,10,PARK_Maintenance_Ground Maintenance,7881,390.1273121,63,7881,0,3762,312,7696,3412,3724,48.88253638,4.054054054,48.38877339,44.33471933,63,7881,7696,3762,312,0,0,0,210,3412,4074,3622,48.88253638,4.054054054,0,0,0,2.728690229,44.33471933,52.93659044,47.06340956,7694.177246,390.1273121
67,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,"155 Congress St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,7694.17627,390.1273121,10,PARK_Maintenance_Ground Maintenance,7881,390.1273121,63,7881,0,3762,312,7696,3412,3724,48.88253638,4.054054054,48.38877339,44.33471933,63,7881,7696,3762,312,0,0,0,210,3412,4074,3622,48.88253638,4.054054054,0,0,0,2.728690229,44.33471933,52.93659044,47.06340956,7694.177246,390.1273121
68,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,"156 Congress St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,7694.17627,390.1273121,10,PARK_Maintenance_Ground Maintenance,7881,390.1273121,63,7881,0,3762,312,7696,3412,3724,48.88253638,4.054054054,48.38877339,44.33471933,63,7881,7696,3762,312,0,0,0,210,3412,4074,3622,48.88253638,4.054054054,0,0,0,2.728690229,44.33471933,52.93659044,47.06340956,7694.177246,390.1273121
69,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,"157 Congress St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,7694.17627,390.1273121,10,PARK_Maintenance_Ground Maintenance,7881,390.1273121,63,7881,0,3762,312,7696,3412,3724,48.88253638,4.054054054,48.38877339,44.33471933,63,7881,7696,3762,312,0,0,0,210,3412,4074,3622,48.88253638,4.054054054,0,0,0,2.728690229,44.33471933,52.93659044,47.06340956,7694.177246,390.1273121
70,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,"158 Congress St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,7694.17627,390.1273121,10,PARK_Maintenance_Ground Maintenance,7881,390.1273121,63,7881,0,3762,312,7696,3412,3724,48.88253638,4.054054054,48.38877339,44.33471933,63,7881,7696,3762,312,0,0,0,210,3412,4074,3622,48.88253638,4.054054054,0,0,0,2.728690229,44.33471933,52.93659044,47.06340956,7694.177246,390.1273121
71,7882,Union Street Park I,BRA,A97,1,Central Boston,0.51,"1 Union Park St, Boston, MA",Open Space District,"Malls, Squares & Plazas",NULL,BPRD,X,X,Holocaust Memorial;  Curley Memorial,BRA,0,0,22141.73096,908.9222011, ,PARK_Maintenance_Ground Maintenance,7882,908.9222011,64,7882,0,15893,2978,22146,2653,5631,71.76465276,13.44712363,25.42671363,11.97958999,64,7882,22146,15893,2978,0,0,0,622,2653,18871,3275,71.76465276,13.44712363,0,0,0,2.808633613,11.97958999,85.21177639,14.78822361,22141.72876,908.9222011
72,7883,Langone Park,City of Boston,A97/Ch91/WPA,3,Central Boston,2.18,"529 Commercial St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,95123.37109,1350.239204,175,PARK_Maintenance_Region 1,7883,1350.239204,65,7883,131,3660,54147,94263,36398,90545,3.882753572,57.44247478,96.05571645,38.61324167,65,7883,95004,3660,54147,4602,741,58,0,31796,63150,31854,3.85246937,56.99444234,4.844006568,0.779967159,0.061050061,0,33.4680645,66.47088544,33.52911456,95123.37109,1350.239204
73,7884,School Street Park,BRA, ,1,Central Boston,0.08,"308 Washington St, Boston, MA",Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,0,0,3257.808105,246.6347906, ,INFO_Reallocation From Dept,7884,246.6347906,66,7884,0,763,363,3254,2128,2491,23.44806392,11.15550092,76.55193608,65.39643516,66,7884,3254,763,363,0,0,0,0,2128,1126,2128,23.44806392,11.15550092,0,0,0,0,65.39643516,34.60356484,65.39643516,3257.810303,246.6347907
74,7885,Prince Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,1.28,"55 Prince St, Boston, MA",Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,55927.80713,2133.610245, ,INFO_Reallocation From Dept,7885,2133.610245,67,7885,2083,18277,8944,53773,26314,35258,33.98917672,16.63288267,65.56822197,48.9353393,67,7885,53840,18277,8944,0,67,238,0,26314,27288,26552,33.94687964,16.61218425,0,0.124442793,0.44205052,0,48.87444279,50.68350669,49.31649331,55927.80762,2133.610245
75,7886,Ausonia Plaza,BRA, ,1,Central Boston,0.19623955,"100 Ausonia St, Boston, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,8329.93457,368.3829736, ,INFO_Reallocation From Dept,7886,368.3834291,68,7886,0,6399,483,8332,1386,1869,76.80028805,5.796927508,22.43158905,16.63466155,68,7886,8332,6399,483,0,0,64,0,1386,6882,1450,76.80028805,5.796927508,0,0,0.7681229,0,16.63466155,82.59721555,17.40278445,8329.956787,368.3834291
76,7887,Rachel Revere Square,City of Boston,A97,1,Central Boston,0.07859187,"210 North St, Boston, MA",Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,3500.369873,238.4433059,252,PARK_Maintenance_Region 1,7887,238.4433059,69,7887,0,771,0,3498,2471,2471,22.04116638,0,70.64036592,70.64036592,69,7887,3498,771,0,0,0,63,193,2471,771,2727,22.04116638,0,0,0,1.80102916,5.517438536,70.64036592,22.04116638,77.95883362,3500.369873,238.4433059
77,7888,Tai Tung Park,City of Boston,A97,3,Central Boston,0.03323863,"110 Tyler Street, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Tai Tung Tot Lot, ,0,0,1458.972656,185.3114134,299,PARK_Maintenance_Region 1,7888,185.3114134,70,7888,0,1071,143,1460,19,162,73.35616438,9.794520548,11.09589041,1.301369863,70,7888,1460,1071,143,0,0,225,2,19,1214,246,73.35616438,9.794520548,0,0,15.4109589,0.136986301,1.301369863,83.15068493,16.84931507,1458.972656,185.3114134
78,7889,Pine Street Park,BRA, ,3,Central Boston,0.27166117,"200 Pine St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,12309.17944,543.2030109, ,PARK_Maintenance_Ground Maintenance,7889,543.203011,71,7889,0,0,0,12312,12297,12297,0,0,99.87816764,99.87816764,71,7889,12312,0,0,0,0,15,0,12297,0,12312,0,0,0,0,0.121832359,0,99.87816764,0,100,12309.17969,543.203011
79,7890,Quincy Market Square,BRA, ,1,Central Boston,1.56,"1 Faneuil Hall Square, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,Private,N,X,Quincy Market, ,0,0,67903.14136,3500.21832, ,INFO_Reallocation From Dept,7890,3500.21832,72,7890,0,34298,615,67912,7984,8599,50.50359288,0.905583697,12.66197432,11.75639062,72,7890,67912,34298,615,0,0,2831,22184,7984,34913,32999,50.50359288,0.905583697,0,0,4.168629992,32.6658028,11.75639062,51.40917658,48.59082342,67903.14209,3500.21832
80,7891,Winthrop Square,City of Boston, ,1,Central Boston,0.16,"50 Federal St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,7026.901123,349.8360567, ,INFO_Reallocation From Dept,7891,349.8365178,73,7891,0,0,2431,7029,1110,3541,0,34.58528951,50.37700953,15.79172002,73,7891,7029,0,2431,0,0,723,2765,1110,2431,4598,0,34.58528951,0,0,10.28595817,39.33703229,15.79172002,34.58528951,65.41471049,7026.906738,349.8365178
81,7892,Edwards Playground,City of Boston,A97,3,Charlestown,1.34,"10 Eden St, Boston, MA",Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,McCarthy-Eden Plgd, ,0,0,58311.89258,1051.742739,101,PARK_Maintenance_Region 1,7892,1051.742739,74,7892,0,17644,23738,58308,16575,40313,30.25999863,40.71139466,69.13802566,28.42663099,74,7892,58308,17644,23738,0,0,9,342,16575,41382,16926,30.25999863,40.71139466,0,0,0.015435275,0.58654044,28.42663099,70.97139329,29.02860671,58311.89331,1051.742739
82,7893,City Square,Commonwealth of Massachusetts,A97/LL,1,Charlestown,1.21,"20 City Square, Charlestown, MA",Open Space District,"Malls, Squares & Plazas",DCR, ,X,X, , ,0,0,52650.45972,912.8265706, ,INFO_Reallocation From Dept,7893,912.8265706,75,7893,1,33558,14320,52652,4709,19029,63.73547064,27.19744739,36.14107726,8.943629872,75,7893,52652,33558,14320,0,0,0,65,4709,47878,4774,63.73547064,27.19744739,0,0,0,0.123452101,8.943629872,90.93291803,9.067081972,52650.46021,912.8265706
83,7894,John Harvard Mall,City of Boston,A97,1,Charlestown,0.82977059,"1600 Massachusetts Ave., Cambridge, MA",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,36145.44922,934.5504796,145,PARK_Maintenance_Region 1,7894,934.5504797,76,7894,0,29564,2056,36162,4265,6321,81.75432775,5.685526243,17.4796748,11.79414855,76,7894,36162,29564,2056,459,0,173,104,3806,32079,4083,81.75432775,5.685526243,1.269288203,0,0.478402743,0.287594713,10.52486035,88.70914219,11.29085781,36145.44995,934.5504797
84,7895,Paul Revere Park,Commonwealth of Massachusetts,A97,2,Charlestown,6.40013027,"700 Thacher St, Boston, MA",Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,278794.6125,2132.106147, ,INFO_Reallocation From Dept,7895,2132.106147,77,7895,1473,55756,138787,276547,65852,204639,20.16149154,50.18568272,73.99790994,23.81222722,77,7895,277307,55756,138787,4268,760,0,16152,61584,199571,77736,20.10623605,50.04814159,1.539088447,0.274064484,0,5.824591518,22.20787791,71.96753057,28.03246943,278794.6118,2132.106147
85,7896,Charlestown HS Athletic Fields,City of Boston,Ch91/WPA,3,Charlestown,10.42,"240 Medford St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Little Mystic Harborwalk, ,0,0,453734.6094,5785.193681,51,PARK_Maintenance_Region 1,7896,5785.193681,78,7896,0,57288,67791,451933,325794,393585,12.67621528,15.00023234,87.08923668,72.08900434,78,7896,453736,57288,67791,1431,1803,880,180,324363,128313,325423,12.6258441,14.94062627,0.315381632,0.397367632,0.193945378,0.039670645,71.48716434,28.27921963,71.72078037,453734.6094,5785.193681
86,7897,Ryan Playground,City of Boston,A97/Ch91/WPA,3,Charlestown,8.78,"62 Alford Street, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,382283.0791,2922.478713,274,PARK_Maintenance_Region 1,7897,2922.478713,79,7897,297,48316,236981,381953,94031,331012,12.64972392,62.04454475,86.66301875,24.618474,79,7897,381984,48316,236981,34137,31,2625,0,59894,319465,62519,12.64869733,62.03950951,8.936761749,0.008115523,0.687201558,0,15.67971433,83.63308411,16.36691589,382283.0789,2922.478713
87,7898,Gardens for Charlestown,Private,Land Trust,5,Charlestown,0.36291476,"100 Bunker Hill St, Charlestown, MA",Commercial/Office/Business District,Community Gardens,NULL, ,N, ,Sullivan Sq. CG, ,0,0,15808.84814,512.3737042, ,INFO_Reallocation From Dept,7898,512.3737042,80,7898,0,4419,8133,15802,2860,10993,27.96481458,51.46816859,69.5671434,18.09897481,80,7898,15802,4419,8133,0,0,305,85,2860,12552,3250,27.96481458,51.46816859,0,0,1.930135426,0.537906594,18.09897481,79.43298317,20.56701683,15808.84888,512.3737042
88,7899,Barry Playground,City of Boston,A97/Ch91/WPA,3,Charlestown,3.32,"41 Medford St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,154686.395,1668.701864,15,PARK_Maintenance_Region 1,7899,1668.701864,81,7899,0,2602,125065,154492,26825,151890,1.684229604,80.95241178,98.3157704,17.36335862,81,7899,154684,2602,125065,8969,192,0,0,17856,136828,17856,1.682139071,80.85193039,5.798272607,0.124124021,0,0,11.54353391,88.45646609,11.54353391,154686.3945,1668.701864
89,7900,Doherty Playground,City of Boston,A97/USH,3,Charlestown,3.02175616,"349 Bunker Hill St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,163447.6209,1672.621596,87,PARK_Maintenance_Region 1,7900,1672.621596,82,7900,1,67347,44717,163447,48235,92952,41.2041824,27.35871567,56.86981101,29.51109534,82,7900,163447,67347,44717,0,0,3040,108,48235,112064,51383,41.2041824,27.35871567,0,0,1.85993013,0.066076465,29.51109534,68.56289806,31.43710194,163447.6206,1672.621596
